,Node,Clustering_coeff
1566,10318,0.0
1567,10315,0.0
1568,10296,0.0
1569,10298,0.0
1570,10319,0.0
1571,10607,0.0
1572,10610,0.0
1573,10299,0.0
1574,10295,0.0
1575,10297,0.0
1576,10237,0.0
1577,37029,0.0
1578,709,0.0
1579,40820,0.0
1580,109346,0.0
1581,109359,0.0
1582,37028,0.0
1583,739,0.0
1584,720,0.0
1585,740,0.0
1586,737,0.0
1587,696,0.333
1588,697,0.333
1589,698,1.0
1590,712,0.333
1591,711,0.0
1592,707,0.333
1593,708,0.333
1594,706,0.0
1595,753,0.0
1596,747,0.0
1597,754,0.0
1598,751,0.0
1599,702,0.0
1600,703,0.0
1601,704,0.0
1602,705,0.0
1603,715,0.0
1604,109347,0.0
1605,741,0.0
1606,710,0.0
1607,716,0.0
1608,146937,0.0
1609,714,0.0
1610,41823,0.167
1611,717,0.0
1612,844,0.0
1613,843,0.0
1614,870,0.0
1615,718,0.333
1616,719,0.0
1617,721,0.333
1618,41824,0.0
1619,722,0.0
1620,723,0.1
1621,724,0.0
1622,19815,0.0
1623,726,0.167
1624,19820,0.667
1625,19821,0.0
1626,20397,0.333
1627,725,0.333
1628,19831,0.0
1629,19832,0.0
1630,19812,0.0
1631,19813,0.0
1632,19816,0.0
1633,16916,0.0
1634,16917,0.333
1635,19819,1.0
1636,19822,0.0
1637,19827,0.0
1638,19828,0.0
1639,16918,0.0
1640,19834,0.0
1641,19833,0.0
1642,16914,0.0
1643,727,0.2
1644,728,0.333
1645,729,0.0
1646,793,0.167
1647,794,0.167
1648,795,0.333
1649,746,0.0
1650,730,0.0
1651,731,0.0
1652,929,0.167
1653,792,0.0
1654,954,0.167
1655,797,0.0
1656,796,0.0
1657,801,0.0
1658,732,0.0
1659,953,0.0
1660,733,0.0
1661,734,0.0
1662,735,0.0
1663,963,0.0
1664,736,0.0
1665,897,0.0
1666,964,0.0
1667,904,0.0
1668,909,0.0
1669,901,0.0
1670,906,0.0
1671,908,0.0
1672,892,0.167
1673,956,0.0
1674,765,0.333
1675,766,0.333
1676,764,0.333
1677,799,0.0
1678,802,0.0
1679,749,0.0
1680,7897,0.0
1681,750,0.0
1682,7878,0.0
1683,7898,0.0
1684,7902,0.0
1685,4897,0.0
1686,761,0.0
1687,42389,0.0
1688,7875,0.0
1689,7879,0.0
1690,7825,0.0
1691,7826,0.0
1692,7877,0.0
1693,7823,0.0
1694,760,0.0
1695,7874,0.0
1696,757,0.0
1697,759,0.0
1698,7763,0.0
1699,7791,0.0
1700,7762,0.0
1701,7764,0.0
1702,7790,0.0
1703,7782,0.0
1704,7872,0.0
1705,7770,0.0
1706,7781,0.0
1707,7866,0.0
1708,7871,0.0
1709,7688,0.0
1710,762,0.0
1711,10154,0.0
1712,10156,0.0
1713,10148,0.0
1714,10155,0.0
1715,10149,0.0
1716,37362,0.0
1717,846,0.0
1718,848,0.0
1719,767,0.0
1720,769,0.0
1721,833,0.0
1722,771,0.333
1723,784,0.2
1724,109368,0.0
1725,770,0.167
1726,782,0.0
1727,835,0.0
1728,772,0.0
1729,791,0.0
1730,109367,0.0
1731,109365,0.0
1732,781,0.0
1733,783,0.0
1734,37032,0.0
1735,779,0.0
1736,785,0.0
1737,773,0.0
1738,774,0.0
1739,775,0.0
1740,876,0.0
1741,1494590,0.0
1742,776,0.0
1743,837,0.0
1744,874,0.0
1745,875,0.0
1746,41659,0.0
1747,1494591,0.0
1748,777,0.0
1749,839,0.0
1750,872,0.0
1751,778,0.0
1752,780,0.0
1753,786,0.0
1754,832,0.0
1755,827,0.0
1756,790,0.0
1757,819,0.0
1758,109364,0.0
1759,787,0.0
1760,871,0.0
1761,831,0.0
1762,788,0.0
1763,789,0.0
1764,845,0.0
1765,849,0.0
1766,820,0.0
1767,821,0.0
1768,825,0.0
1769,862,0.0
1770,955,0.0
1771,861,0.0
1772,960,0.0
1773,965,0.0
1774,857,0.0
1775,962,0.0
1776,859,0.0
1777,858,0.0
1778,803,0.0
1779,804,0.0
1780,805,0.0
1781,818,0.0
1782,900,0.0
1783,903,0.0
1784,806,0.0
1785,913,0.0
1786,985,0.0
1787,817,0.0
1788,899,0.0
1789,902,0.0
1790,987,0.0
1791,1005,0.0
1792,807,0.0
1793,810,0.0
1794,912,0.0
1795,914,0.0
1796,986,0.0
1797,808,0.0
1798,811,0.0
1799,809,0.0
1800,812,0.333
1801,813,0.333
1802,2195,0.167
1803,917,0.167
1804,918,0.0
1805,814,0.333
1806,2194,0.167
1807,41906,0.0
1808,815,0.333
1809,36188,0.333
1810,816,0.0
1811,883,0.167
1812,36194,0.333
1813,890,0.333
1814,889,0.333
1815,891,0.333
1816,898,0.0
1817,36191,0.0
1818,905,0.0
1819,824,0.0
1820,822,0.333
1821,869,0.0
1822,823,0.333
1823,868,0.333
1824,867,0.0
1825,109362,0.0
1826,841,0.0
1827,840,0.0
1828,854,0.0
1829,873,0.0
1830,850,0.0
1831,851,0.0
1832,877,0.0
1833,855,0.0
1834,856,0.0
1835,109361,0.0
1836,43513,0.0
1837,36226,0.0
1838,37036,0.0
1839,971,0.0
1840,36227,0.0
1841,863,0.0
1842,864,0.0
1843,866,0.0
1844,25183,0.0
1845,25187,0.0
1846,865,0.0
1847,24581,0.0
1848,24584,0.0
1849,25557,0.0
1850,42668,0.0
1851,25181,0.0
1852,25261,0.0
1853,25188,0.0
1854,25189,0.0
1855,24572,0.0
1856,42662,0.0
1857,24583,0.0
1858,24875,0.0
1859,24582,0.0
1860,25182,0.0
1861,24864,0.0
1862,38152,0.0
1863,24573,0.0
1864,24574,0.0
1865,25177,0.0
1866,25577,0.0
1867,42669,0.0
1868,37038,0.0
1869,1494595,0.0
1870,37035,0.0
1871,37037,0.0
1872,1494596,0.0
1873,972,0.0
1874,37034,0.0
1875,879,0.0
1876,880,0.167
1877,882,0.0
1878,2199,0.0
1879,4961,0.0
1880,881,0.333
1881,2191,0.167
1882,2192,0.167
1883,4968,0.0
1884,2200,0.0
1885,4900,0.0
1886,4962,0.0
1887,1137,0.0
1888,4964,0.0
1889,1018,0.167
1890,1019,0.333
1891,2193,0.0
1892,4963,0.0
1893,37237,0.0
1894,884,0.0
1895,885,0.167
1896,888,0.0
1897,36189,0.0
1898,886,0.333
1899,2196,0.167
1900,36195,0.0
1901,887,0.0
1902,2198,0.0
1903,2197,0.0
1904,41875,0.0
1905,36192,0.0
1906,893,0.167
1907,894,0.0
1908,998,0.333
1909,961,0.0
1910,895,0.0
1911,997,0.333
1912,1001,0.333
1913,896,0.0
1914,994,0.0
1915,999,0.0
1916,907,0.0
1917,959,0.167
1918,36181,0.0
1919,958,0.167
1920,957,0.333
1921,978,0.0
1922,981,0.0
1923,988,0.0
1924,1008,0.0
1925,1006,0.0
1926,910,0.0
1927,911,0.0
1928,35561,0.0
1929,35570,0.0
1930,35568,0.0
1931,35579,0.0
1932,35560,0.0
1933,35562,0.0
1934,35571,0.0
1935,35580,0.0
1936,35569,0.0
1937,35577,0.0
1938,35578,0.0
1939,916,0.333
1940,925,0.333
1941,915,0.333
1942,984,0.0
1943,926,0.667
1944,927,0.333
1945,928,0.333
1946,924,0.167
1947,41712,0.167
1948,2105,0.0
1949,919,0.333
1950,920,0.333
1951,921,0.333
1952,1036,0.333
1953,1037,0.167
1954,983,0.167
1955,922,0.333
1956,977,0.0
1957,36253,0.0
1958,982,0.0
1959,923,0.333
1960,1002,0.333
1961,41914,0.0
1962,41913,0.167
1963,2229,0.0
1964,41713,0.0
1965,41647,1.0
1966,41650,0.167
1967,930,0.0
1968,931,0.0
1969,932,0.0
1970,934,0.333
1971,37052,0.0
1972,933,0.0
1973,1026,0.0
1974,940,0.0
1975,41649,0.0
1976,935,0.333
1977,1014,0.333
1978,37050,0.0
1979,37053,0.0
1980,1027,0.0
1981,945,0.0
1982,939,0.0
1983,41975,0.0
1984,41646,0.0
1985,41976,0.0
1986,1043,0.0
1987,936,0.167
1988,1038,0.167
1989,937,0.0
1990,949,0.167
1991,1039,0.333
1992,938,0.0
1993,950,0.0
1994,1086,0.0
1995,2250,0.0
1996,2243,0.333
1997,2249,0.167
1998,41983,0.0
1999,41982,0.0
2000,941,0.5
2001,942,0.333
2002,943,0.333
2003,21594,0.333
2004,21744,0.2
2005,21553,0.0
2006,21599,0.0
2007,21595,0.0
2008,21743,0.0
2009,21931,0.0
2010,21552,0.0
2011,21556,0.0
2012,21598,0.0
2013,21924,0.0
2014,17397,0.0
2015,21907,0.0
2016,42356,0.0
2017,946,0.0
2018,947,0.0
2019,948,0.0
2020,1040,0.0
2021,37049,0.333
2022,37054,0.0
2023,1041,0.0
2024,37048,0.333
2025,37055,1.0
2026,37051,0.0
2027,37056,0.0
2028,1494770,0.0
2029,1032,0.0
2030,1074,0.0
2031,1088,0.0
2032,38043,0.0
2033,2244,1.0
2034,41992,0.333
2035,951,0.0
2036,952,0.0
2037,23187,0.0
2038,15690,0.0
2039,23188,0.0
2040,23421,0.0
2041,41724,0.0
2042,15589,0.0
2043,15689,0.0
2044,967,0.0
2045,966,0.0
2046,970,0.0
2047,1013,0.0
2048,1009,0.0
2049,979,0.0
2050,975,0.0
2051,1011,0.0
2052,1007,0.0
2053,1012,0.0
2054,969,0.0
2055,996,0.0
2056,1000,0.0
2057,995,0.0
2058,968,0.0
2059,36228,0.0
2060,37039,0.0
2061,1034,0.0
2062,973,0.0
2063,37041,0.0
2064,974,0.0
2065,976,0.0
2066,41715,0.0
2067,1494605,0.0
2068,1494608,0.0
2069,36254,0.0
2070,36256,0.0
2071,41714,0.0
2072,1494762,0.0
2073,1494763,0.0
2074,1494764,0.0
2075,37047,0.0
2076,1494604,0.0
2077,1486991,0.0
2078,1494769,0.0
2079,36255,0.0
2080,980,0.0
2081,1004,0.0
2082,1003,0.0
2083,989,0.0
2084,990,0.0
2085,993,0.0
2086,991,0.0
2087,992,0.0
2088,1035,0.0
2089,36230,0.0
2090,40968,0.0
2091,40969,0.0
2092,40970,0.0
2093,40971,0.0
2094,41915,0.0
2095,1010,0.0
2096,37043,0.0
2097,37045,0.0
2098,37044,0.0
2099,37046,0.0
2100,1494606,0.0
2101,1494607,0.0
2102,36229,0.0
2103,37040,0.0
2104,1494599,0.0
2105,1131,0.333
2106,41993,0.333
2107,1017,0.0
2108,1085,0.0
2109,1084,0.0
2110,1020,0.0
2111,1083,0.0
2112,1021,0.0
2113,1022,0.1
2114,2201,0.0
2115,7745,0.0
2116,7750,0.2
2117,4894,0.0
2118,4893,0.0
2119,7744,0.0
2120,7747,0.0
2121,7751,1.0
2122,1028,0.0
2123,1029,0.0
2124,1030,0.0
2125,18538,0.0
2126,1031,0.0
2127,18558,0.0
2128,18703,0.0
2129,18537,0.0
2130,18539,0.0
2131,18557,0.0
2132,18705,0.0
2133,18551,0.0
2134,18702,0.0
2135,38105,0.0
2136,18559,0.0
2137,18536,0.0
2138,18706,0.0
2139,38102,0.0
2140,1033,0.0
2141,1127,0.0
2142,1130,1.0
2143,1141,0.0
2144,1042,0.0
2145,36252,0.0
2146,36257,0.0
2147,41711,0.0
2148,1044,0.167
2149,1045,0.333
2150,1046,0.333
2151,1047,0.0
2152,1051,0.0
2153,2190,0.0
2154,2181,0.0
2155,2132,0.0
2156,2177,0.0
2157,2182,0.0
2158,1077,0.333
2159,2248,1.0
2160,41991,0.167
2161,1078,0.333
2162,1087,0.167
2163,2178,0.0
2164,2257,0.0
2165,1053,0.0
2166,1054,0.333
2167,1107,0.0
2168,1059,0.333
2169,1122,0.333
2170,1091,0.0
2171,1105,0.0
2172,1152,0.0
2173,1121,0.0
2174,1106,0.0
2175,1123,0.0
2176,1060,0.333
2177,1061,0.0
2178,1062,0.333
2179,23184,0.333
2180,23185,0.333
2181,1067,0.0
2182,41722,0.0
2183,1063,0.0
2184,23420,0.0
2185,1066,0.0
2186,1548998,0.0
2187,41723,0.0
2188,1064,0.0
2189,24030,0.0
2190,24053,0.0
2191,1065,0.0
2192,41677,0.0
2193,24029,0.0
2194,24052,0.0
2195,24060,0.0
2196,41676,0.0
2197,1558615,0.0
2198,1556132,0.0
2199,1556996,0.0
2200,1555107,0.0
2201,1097,0.0
2202,1109,0.333
2203,1117,0.0
2204,37075,0.0
2205,36236,0.0
2206,37074,0.0
2207,1151,0.0
2208,36172,0.0
2209,1108,0.333
2210,38042,0.0
2211,1080,0.0
2212,1081,0.0
2213,2002,0.0
2214,1082,0.0
2215,2001,0.0
2216,7809,0.0
2217,2003,0.0
2218,1132,0.0
2219,7799,0.0
2220,2000,0.0
2221,7810,0.0
2222,7821,0.0
2223,1133,0.0
2224,7780,0.0
2225,7800,0.0
2226,1136,0.0
2227,4969,0.0
2228,1140,0.0
2229,2246,0.0
2230,1104,0.0
2231,1162,0.0
2232,1173,0.0
2233,1111,0.0
2234,1125,0.167
2235,1102,0.0
2236,1163,0.0
2237,1164,0.0
2238,1150,0.0
2239,36167,0.0
2240,36170,0.0
2241,1112,0.0
2242,1113,0.0
2243,1115,0.0
2244,25442,0.0
2245,1114,0.0
2246,37064,0.0
2247,37079,0.0
